Age,Salary,Experience,Performance_Score,Gender,Department,Hired,Hiring_Date,Location
35.0,41145,15 years,2,F,Sales,,2023-03-29,New York
37.0,38808,12 years,7,M,Engineering,Y,2018-11-06,
30.0,47142,10 years,7,,Engineering,,,
40.0,25000,19 years,10,Female,Engineering,,2019-03-30,Boston
36.0,58453,11 years,10,F,HR,Y,,Austin
33.0,39855,12 years,3,F,HR,,2011-09-07,Boston
41.0,59658,22 years,8,Male,,No,2017-10-04,Seattle
37.0,28885,14 years,4,Female,Sales,Yes,2013-10-24,Austin
35.0,43206,18 years,7,Male,Marketing,No,2016-04-20,New York
35.0,67747,16 years,10,F,Engineering,N,2021-01-25,Seattle
33.0,44580,14 years,7,,,,2013-09-27,Boston
33.0,62688,11 years,8,Male,HR,Y,2014-10-17,Boston
46.0,38901,24 years,2,Female,Engineering,Yes,,Seattle
46.0,47165,25 years,6,Male,Sales,Yes,2013-10-08,
19.0,25000,0 years,10,Female,Marketing,Yes,2020-07-19,New York
48.0,81761,26 years,6,Female,Sales,Y,2013-03-24,
34.0,40483,11 years,5,Female,,Y,2012-11-13,
52.0,91429,22 years,4,Female,,N,2017-04-13,
35.0,48476,14 years,9,Male,,,2013-05-23,Seattle
45.0,44122,22 years,10,Male,Marketing,,2016-04-15,Seattle
30.0,27253,10 years,9,,HR,Y,2013-01-20,
36.0,34052,8 years,6,F,Engineering,,,Seattle
34.0,53063,6 years,7,F,Sales,Yes,2018-11-26,Boston
43.0,55281,23 years,10,Female,HR,N,,Boston
34.0,42394,10 years,10,M,,Yes,2022-06-29,Boston
47.0,58105,22 years,1,,,Y,2011-06-17,Seattle
33.0,71709,13 years,9,M,,No,2022-09-26,
32.0,32836,11 years,4,M,Sales,Yes,2023-11-29,Boston
31.0,36462,11 years,1,Male,HR,Yes,2014-01-15,Boston
46.0,57577,20 years,6,,Sales,Y,2010-10-28,New York
47.0,68353,22 years,9,Male,,,2018-10-06,
51.0,48295,34 years,2,,Marketing,Y,2019-02-22,Austin
32.0,36471,9 years,2,Female,Marketing,Y,2023-04-26,Boston
43.0,48157,19 years,4,F,Marketing,Yes,,Boston
28.0,35113,5 years,7,,HR,,2016-12-20,Seattle
35.0,36481,9 years,8,Female,Engineering,N,2017-05-05,Austin
40.0,39019,13 years,6,Male,Marketing,,2012-04-20,
65.0,77509,40 years,10,Male,HR,Y,2019-04-15,New York
,31249,3 years,4,Male,HR,Yes,2018-09-30,Boston
30.0,40296,10 years,5,,Sales,N,2012-09-25,Austin
32.0,39090,13 years,8,Female,Engineering,N,2023-05-07,Boston
18.0,38642,0 years,2,F,Marketing,Yes,2022-06-04,New York
44.0,62864,22 years,10,M,HR,Y,2014-08-26,New York
42.0,52874,23 years,6,Female,Engineering,Yes,2023-04-11,New York
42.0,45297,18 years,1,Male,HR,,2014-07-13,Seattle
22.0,36248,2 years,6,Male,Marketing,N,2017-03-10,
32.0,37710,17 years,6,M,Engineering,Yes,,
,70634,,9,Male,HR,Y,2015-01-22,New York
28.0,35258,10 years,6,M,Marketing,N,2018-01-06,Seattle
34.0,30580,13 years,9,,Sales,Yes,2010-05-15,New York
18.0,38084,0 years,7,,,Yes,2014-06-19,
27.0,37554,1 years,1,Male,,Yes,2012-02-02,Boston
23.0,29530,3 years,4,Female,Sales,Yes,2023-02-14,
31.0,44866,11 years,3,Female,,Yes,2016-02-13,New York
29.0,53323,5 years,2,F,Sales,,2021-01-10,
36.0,56992,17 years,9,M,Engineering,Y,2022-05-26,
36.0,37716,10 years,5,Female,HR,,2011-08-04,Seattle
37.0,62657,11 years,5,,Marketing,No,2010-09-16,Seattle
32.0,25000,10 years,1,M,Marketing,Y,2022-03-09,New York
37.0,25000,12 years,8,Male,Sales,No,,New York
28.0,36649,8 years,10,,Marketing,N,2016-03-14,New York
28.0,38131,3 years,1,F,Engineering,,2012-02-03,Boston
41.0,52886,13 years,6,F,Sales,No,2013-12-12,Seattle
31.0,25000,8 years,8,Female,Marketing,,,New York
51.0,88158,26 years,3,F,,,2016-01-08,
25.0,25000,2 years,9,Female,Sales,Yes,2014-02-22,
50.0,65773,25 years,9,Male,Engineering,,2019-04-13,Boston
40.0,69621,14 years,4,F,Marketing,Yes,2020-11-20,Seattle
32.0,46560,7 years,10,F,Engineering,,2022-10-26,Boston
40.0,38782,16 years,8,Male,HR,Y,2018-06-19,Austin
23.0,25000,0 years,9,,,,2020-01-04,Austin
39.0,48512,17 years,5,F,,No,2010-12-04,Seattle
29.0,25000,5 years,4,F,Sales,Yes,2017-11-24,Seattle
26.0,54897,,2,M,Engineering,,2021-07-07,
29.0,38369,2 years,1,F,,Y,2015-09-04,New York
25.0,49656,4 years,8,Female,Engineering,N,2022-12-07,New York
32.0,48652,9 years,4,M,Sales,No,2023-10-28,Boston
26.0,77718,2 years,4,M,,Yes,2015-12-06,Austin
31.0,25000,15 years,5,M,Marketing,Yes,2021-05-13,
42.0,48002,17 years,1,M,HR,Yes,,Austin
45.0,38551,17 years,3,Female,,Y,2022-05-31,
26.0,25000,7 years,6,,Engineering,Yes,2020-03-05,Austin
44.0,66983,24 years,1,Female,Marketing,N,2010-03-14,New York
29.0,44427,3 years,6,F,Marketing,Y,2020-01-28,Boston
42.0,37958,17 years,3,Female,HR,Y,2011-08-21,Seattle
39.0,76239,18 years,5,Female,Sales,Y,2010-03-20,
42.0,72614,25 years,5,Female,,Y,2016-10-03,Seattle
22.0,25000,0 years,6,Female,Engineering,N,,
34.0,25000,12 years,8,M,Sales,Yes,2018-06-05,
40.0,61885,20 years,4,Male,,Y,2020-11-10,Austin
35.0,34947,13 years,6,M,Engineering,Yes,2022-03-28,Austin
43.0,79819,23 years,5,Female,,Yes,,Boston
38.0,30001,,1,F,HR,No,2016-06-25,Boston
23.0,42192,0 years,1,Female,Engineering,No,2018-01-27,Austin
48.0,25000,,10,M,HR,,2022-05-20,New York
27.0,25502,,1,,HR,Y,2012-12-10,Austin
62.0,86072,38 years,7,Female,Marketing,No,2014-10-02,Austin
32.0,52782,11 years,7,Male,HR,,2023-03-05,Austin
43.0,62602,24 years,9,,HR,N,2014-01-17,Austin
28.0,38884,4 years,7,Female,HR,,2015-01-06,
34.0,45627,7 years,5,Female,Marketing,Y,2021-12-26,Austin
18.0,25000,0 years,3,Male,Marketing,Y,2014-11-20,
51.0,38717,31 years,9,Male,,,2013-05-20,
28.0,59558,0 years,2,F,Sales,N,2019-07-20,Austin
54.0,83868,36 years,8,Female,,Y,2011-03-10,Austin
43.0,55655,28 years,3,F,Sales,,2015-07-10,New York
49.0,46078,27 years,2,,,No,2015-05-26,Austin
46.0,78009,26 years,9,,HR,N,2015-04-15,
37.0,52979,16 years,1,Male,Sales,Yes,2011-03-06,Seattle
42.0,43670,24 years,3,,Marketing,No,2021-08-26,Austin
32.0,35767,14 years,3,Male,Engineering,N,2020-06-14,New York
38.0,46996,,6,M,HR,,2013-11-04,New York
36.0,63707,10 years,8,F,Marketing,,2023-11-20,Austin
27.0,40568,3 years,8,M,,Yes,2020-02-02,Boston
18.0,25000,2 years,1,Male,HR,Y,2012-09-09,
47.0,62909,23 years,6,M,,Yes,2014-10-26,Austin
28.0,33020,7 years,4,Female,Sales,Y,2014-01-06,
23.0,32468,5 years,2,F,Marketing,No,2013-06-17,Seattle
49.0,48796,26 years,7,Female,HR,N,2023-03-06,Boston
44.0,54371,20 years,3,Male,,Y,2012-03-30,
25.0,25000,3 years,1,,,No,2021-09-29,Seattle
32.0,25000,8 years,4,M,Engineering,Yes,2018-03-14,New York
47.0,39223,26 years,10,Female,Engineering,,2021-01-25,New York
40.0,40702,20 years,5,Female,,Y,2019-06-02,
45.0,53983,20 years,9,Male,Marketing,Yes,2010-03-01,
43.0,58698,21 years,8,,Engineering,N,2014-06-28,
30.0,25000,6 years,3,Male,HR,N,2020-08-22,New York
36.0,50826,10 years,7,M,Engineering,No,2013-09-03,
31.0,55930,12 years,4,Female,Marketing,Yes,2012-05-24,Boston
18.0,25000,0 years,6,Female,HR,Yes,2012-02-07,New York
37.0,50210,14 years,2,Male,Engineering,Yes,,
31.0,52013,13 years,6,F,Engineering,No,2022-09-17,Austin
36.0,38060,13 years,6,M,Sales,Y,2017-06-22,New York
30.0,35953,,5,F,Engineering,Yes,2014-01-02,Austin
46.0,40918,23 years,6,M,Engineering,,,
34.0,33656,10 years,5,M,HR,Y,2018-04-11,Seattle
40.0,55621,15 years,6,Female,Marketing,Yes,2019-11-29,
18.0,26762,0 years,3,,Sales,Yes,2020-12-16,New York
,44150,15 years,1,Female,Engineering,,2011-05-01,New York
42.0,64841,19 years,7,Male,HR,Yes,,
27.0,25000,7 years,9,Male,,Yes,2014-12-05,New York
37.0,46942,21 years,2,Male,Marketing,Y,2017-02-08,Austin
36.0,40094,18 years,10,Female,HR,Yes,2014-06-23,Austin
43.0,51927,25 years,2,Female,Engineering,Yes,2017-11-29,New York
38.0,44773,12 years,1,M,HR,Yes,2018-05-19,New York
28.0,53891,6 years,4,M,Sales,,,
34.0,48515,8 years,6,,,No,2013-08-01,
46.0,41746,18 years,3,Female,Engineering,Yes,2016-07-20,Boston
47.0,63068,28 years,2,Male,Engineering,Yes,2014-08-08,New York
20.0,43366,3 years,4,F,Marketing,,,Austin
43.0,49890,22 years,2,M,HR,Y,2017-06-05,Seattle
18.0,46456,0 years,9,Male,Marketing,No,2010-03-18,Austin
33.0,59874,9 years,1,Male,Marketing,Y,2015-07-10,
29.0,45920,5 years,10,F,Engineering,N,2016-01-16,Seattle
39.0,64043,14 years,6,Female,,No,2011-06-23,Austin
36.0,35384,12 years,4,Female,Marketing,No,2011-03-24,Austin
43.0,65814,23 years,9,F,Engineering,No,2016-09-10,Seattle
20.0,50773,0 years,6,Female,Sales,No,2020-05-14,Seattle
48.0,57096,31 years,5,Female,Engineering,N,2021-09-23,
21.0,25000,0 years,1,M,Marketing,Yes,,New York
19.0,25449,0 years,4,Male,Engineering,No,2012-05-06,
49.0,52195,25 years,10,Male,,No,2018-11-10,Seattle
32.0,62973,10 years,3,Female,Marketing,,2021-12-19,
31.0,25000,13 years,2,F,HR,No,2022-11-26,New York
38.0,40682,12 years,9,Male,Engineering,N,2013-04-12,Seattle
40.0,62931,21 years,9,Female,Engineering,Yes,2010-10-03,Seattle
33.0,31235,12 years,5,Female,Engineering,Y,2022-09-07,New York
34.0,33487,16 years,10,,Engineering,Yes,2013-05-06,
61.0,85895,40 years,4,Male,Marketing,Y,2018-11-15,Austin
18.0,34109,,4,Female,Marketing,Y,2015-11-22,New York
36.0,42787,8 years,4,Female,Marketing,,2019-06-11,Boston
22.0,37369,3 years,7,F,,,2010-06-12,Austin
34.0,25000,7 years,7,,,No,2017-05-31,Austin
31.0,59438,9 years,9,,HR,,,Austin
36.0,60913,,1,,Engineering,,,
61.0,82307,37 years,2,F,Engineering,No,2020-08-12,Boston
41.0,40225,14 years,9,F,,Y,2013-09-14,Austin
42.0,75929,20 years,6,Female,Engineering,N,2017-04-07,
28.0,58560,9 years,6,Male,Sales,N,2016-08-07,New York
38.0,65443,22 years,5,Female,Marketing,N,2013-04-10,Seattle
37.0,81140,18 years,9,,Marketing,Y,2019-01-23,New York
24.0,28739,4 years,7,Female,Engineering,Y,,Seattle
30.0,28130,6 years,7,M,Engineering,Yes,2017-07-30,Seattle
27.0,35297,7 years,1,M,Sales,,2017-08-16,Boston
49.0,74347,21 years,3,F,Marketing,No,2023-10-17,Austin
47.0,80135,21 years,1,Female,Engineering,N,2020-06-13,Austin
41.0,44708,11 years,3,,Marketing,No,2021-05-07,Boston
56.0,73771,35 years,7,Male,,Yes,,
38.0,36848,12 years,2,,,Yes,2020-10-13,Austin
25.0,32561,1 years,9,F,HR,,2012-10-13,Austin
21.0,25000,0 years,10,Male,HR,Yes,2022-08-23,New York
38.0,81982,20 years,10,,HR,Y,2016-12-23,New York
23.0,53953,0 years,8,Male,Engineering,,,New York
40.0,25000,,2,F,Engineering,,2018-11-25,New York
39.0,54248,17 years,5,M,Marketing,,,New York
26.0,25000,0 years,10,M,Marketing,No,2016-10-16,Austin
24.0,25000,0 years,3,Female,Sales,Y,2022-03-13,Seattle
34.0,34159,6 years,9,Male,,Yes,2017-04-25,Austin
29.0,56906,8 years,9,M,HR,,2018-03-29,Austin
52.0,70734,35 years,6,,HR,Yes,2013-01-04,Boston
42.0,56547,16 years,7,Female,HR,Yes,2012-01-12,Austin
43.0,54402,22 years,1,Female,Engineering,Y,2016-01-30,Boston
19.0,27276,0 years,2,Female,HR,Y,2012-11-29,Seattle
25.0,48988,0 years,10,,,,2023-03-02,
35.0,42282,12 years,9,Male,Sales,Y,2016-05-20,New York
31.0,64478,8 years,1,,,Yes,2020-07-25,Austin
25.0,47301,,6,,Marketing,,2018-01-07,Austin
20.0,55675,0 years,3,,Engineering,N,2013-06-22,Seattle
30.0,42495,2 years,8,,Sales,No,2016-09-26,Austin
45.0,50622,24 years,7,M,Engineering,N,2021-12-28,Boston
36.0,39464,13 years,1,Male,Engineering,Y,2011-11-28,
38.0,40326,20 years,1,Male,HR,Yes,2017-01-13,
30.0,29628,5 years,1,Male,Engineering,Yes,2019-02-16,Seattle
38.0,55026,11 years,3,Male,Engineering,Y,,Boston
28.0,25000,5 years,5,Male,Marketing,N,2017-03-11,Austin
39.0,48275,16 years,2,F,Engineering,,2013-03-06,Boston
39.0,36559,17 years,7,M,Sales,No,,Seattle
26.0,57879,7 years,2,,Marketing,N,2013-11-20,Boston
26.0,54134,5 years,1,Female,Engineering,Yes,2016-01-08,New York
42.0,54625,16 years,1,M,,No,2013-05-21,
41.0,62156,15 years,8,,Engineering,No,2019-12-30,Boston
40.0,33719,20 years,10,,HR,Yes,2022-04-17,Seattle
51.0,70207,31 years,2,,Engineering,,2016-11-05,Austin
41.0,25000,19 years,1,F,Engineering,N,2012-12-19,
51.0,67657,34 years,3,Female,HR,No,2010-08-30,Austin
20.0,43243,0 years,4,F,Marketing,N,,New York
26.0,28900,6 years,5,M,HR,,2013-04-01,Seattle
43.0,49655,20 years,3,M,Engineering,Y,2020-05-03,New York
18.0,25778,0 years,9,Male,Marketing,Yes,2012-11-10,Austin
18.0,53971,0 years,1,F,Sales,Y,2015-06-22,Boston
,58248,34 years,4,Male,Sales,Y,2019-12-30,Seattle
30.0,53776,1 years,2,Female,HR,Y,,Boston
29.0,54602,5 years,3,Male,HR,,,
34.0,33092,14 years,5,Female,Engineering,Y,2015-05-01,
35.0,57516,15 years,4,Female,,Y,,New York
32.0,76663,10 years,4,,,Y,2015-02-15,New York
38.0,58105,16 years,5,,Engineering,Y,2016-12-05,Boston
38.0,75259,16 years,6,Female,Engineering,,2014-06-17,
57.0,72798,35 years,10,Male,Sales,No,2010-01-09,Seattle
50.0,80853,28 years,1,F,,Y,2018-09-23,
40.0,37514,17 years,8,Male,Sales,,2012-10-14,New York
18.0,25000,0 years,10,M,Sales,Yes,,
26.0,39042,0 years,4,Male,Engineering,N,2013-02-12,
47.0,62117,23 years,8,Male,,No,,
23.0,45429,0 years,3,,Engineering,,2012-09-06,New York
37.0,56390,11 years,4,Male,Engineering,No,2016-10-23,Austin
18.0,38496,0 years,2,F,Sales,Yes,2022-10-02,Seattle
46.0,68507,19 years,7,F,Engineering,Yes,2019-04-05,Boston
42.0,29076,20 years,9,M,HR,Yes,2017-04-16,Boston
21.0,25000,0 years,10,Female,HR,No,2021-04-26,Seattle
29.0,25000,2 years,8,Female,Sales,Yes,,Austin
42.0,70179,22 years,7,Male,,,2022-07-01,Seattle
40.0,61245,17 years,7,F,,,2020-10-10,New York
23.0,65199,0 years,2,Female,Sales,Y,2020-09-18,Austin
58.0,63885,,3,,,,2017-09-27,Seattle
18.0,48194,0 years,6,Male,Marketing,Y,2014-04-29,Boston
31.0,25000,9 years,2,Female,,,2019-03-20,
28.0,25000,4 years,7,M,Sales,N,2019-04-02,Austin
49.0,51871,29 years,5,M,Engineering,Y,2011-12-13,Seattle
24.0,25000,2 years,8,M,HR,No,2016-01-16,Boston
18.0,25000,0 years,9,,Marketing,Yes,2011-03-12,Austin
34.0,72449,12 years,6,M,Engineering,Y,2018-09-07,Seattle
35.0,30812,14 years,9,Female,Sales,Yes,2022-08-01,Austin
39.0,36930,20 years,10,Female,Engineering,N,2023-05-30,
37.0,37296,17 years,9,F,,No,2018-02-10,Seattle
41.0,47307,19 years,4,Male,HR,Yes,2020-04-23,
40.0,47302,16 years,5,,HR,Yes,2010-08-11,
30.0,31276,13 years,4,M,HR,N,2018-04-07,Austin
27.0,45655,11 years,8,,HR,,2018-08-30,Seattle
50.0,41762,30 years,5,Male,,No,2017-02-14,Boston
18.0,61604,0 years,6,M,,Yes,2020-11-10,New York
42.0,76744,19 years,2,M,Sales,,2011-05-02,Austin
18.0,25000,0 years,3,Female,,Y,2015-06-15,Austin
46.0,63362,24 years,8,Male,,Y,,Austin
54.0,88745,34 years,3,Female,HR,Yes,2010-04-11,Austin
30.0,49432,7 years,9,M,Engineering,Yes,2023-03-24,New York
30.0,41918,9 years,3,F,Engineering,,2010-06-23,Boston
41.0,49307,21 years,10,Female,Sales,Y,,Seattle
30.0,39875,9 years,4,M,Engineering,Y,2020-03-22,Boston
38.0,51817,16 years,9,Male,,Y,2012-08-23,New York
45.0,58037,29 years,7,,Engineering,,2016-05-07,New York
38.0,64736,11 years,2,F,,N,2010-06-11,New York
37.0,49651,,6,Male,Engineering,N,2018-06-18,Seattle
25.0,30057,4 years,7,M,HR,Yes,,Boston
36.0,49544,21 years,3,,HR,No,2020-11-21,Seattle
26.0,36291,4 years,3,M,Marketing,No,2010-05-21,Seattle
53.0,78480,27 years,7,Female,HR,No,2014-01-16,Austin
41.0,56957,21 years,10,Female,HR,Y,2015-04-04,Austin
25.0,43592,5 years,6,Female,,Y,2022-08-18,Seattle
20.0,30183,3 years,1,Female,Marketing,Y,,Seattle
29.0,54046,5 years,10,Female,Marketing,Y,2016-09-25,Austin
28.0,53540,9 years,6,Male,Marketing,,2015-03-24,
29.0,25000,9 years,4,Female,Sales,Y,2017-12-21,Seattle
42.0,63092,22 years,6,Female,Marketing,Yes,,
18.0,28052,0 years,6,M,Sales,No,2011-05-06,Austin
,54450,,8,Male,HR,,2013-01-22,Boston
23.0,34497,2 years,10,F,,No,2016-06-09,
21.0,57522,1 years,6,F,HR,N,2012-11-05,Boston
40.0,49173,14 years,8,F,Sales,Y,2017-01-03,Austin
19.0,51979,0 years,8,Male,,Yes,2020-06-25,Boston
,41188,6 years,9,Male,,Yes,2013-03-19,
31.0,37735,15 years,10,Female,Marketing,Yes,2011-05-19,New York
27.0,34611,5 years,7,Female,Engineering,Yes,2023-06-15,New York
42.0,29799,16 years,10,F,,Yes,2018-11-30,Boston
43.0,46910,20 years,4,M,Engineering,Yes,2015-07-15,Boston
47.0,45212,27 years,8,F,Marketing,Yes,2018-07-21,Boston
33.0,36499,12 years,8,M,Sales,N,,New York
18.0,25000,0 years,10,,,No,2010-03-11,
33.0,36129,15 years,5,Female,HR,Yes,2011-09-11,New York
36.0,32212,13 years,1,Male,HR,Y,2021-10-17,Seattle
37.0,43578,9 years,10,Female,Marketing,Yes,2019-12-05,Boston
45.0,30993,24 years,2,Female,Engineering,Y,2022-01-24,Boston
28.0,52824,4 years,4,F,Sales,No,2016-10-31,New York
36.0,62182,18 years,9,Male,Engineering,Y,2018-02-12,New York
43.0,69512,21 years,8,,Engineering,Yes,2016-09-11,Austin
36.0,26145,13 years,5,Male,,No,2017-06-05,Austin
34.0,38797,15 years,4,Male,Engineering,,2020-08-04,Boston
46.0,42645,28 years,10,,Sales,N,2020-04-28,Austin
38.0,61596,18 years,3,Male,Engineering,No,,New York
37.0,57412,10 years,9,M,HR,N,2012-10-08,Seattle
35.0,42026,20 years,2,,Sales,Yes,2017-09-09,
39.0,36530,16 years,6,Female,Sales,No,2011-07-10,Austin
26.0,51113,2 years,3,,HR,Y,2012-05-09,New York
33.0,34855,13 years,2,M,Sales,Y,2016-06-05,New York
37.0,65462,19 years,9,F,,Yes,2012-01-30,Seattle
45.0,58727,20 years,1,Female,Marketing,Yes,2018-11-24,Boston
39.0,53721,13 years,1,Female,Marketing,Yes,2021-08-03,
36.0,67850,14 years,1,,HR,Y,2014-08-22,Seattle
47.0,33738,25 years,6,,Engineering,Yes,2021-05-31,
23.0,35185,4 years,4,F,Engineering,No,,
38.0,53592,16 years,4,Female,,N,2018-08-16,Boston
,64666,18 years,8,,,,2016-03-03,Austin
25.0,55148,0 years,8,Female,Sales,No,2022-08-06,Boston
42.0,61811,23 years,10,Female,HR,,2023-08-18,
35.0,35660,10 years,7,Female,Marketing,Yes,2022-05-03,Boston
28.0,43745,9 years,4,M,,Y,2018-08-18,Seattle
25.0,61556,0 years,1,M,,Yes,2023-06-20,Boston
36.0,35918,12 years,10,F,Sales,,,
59.0,50883,32 years,8,Female,Marketing,Yes,2014-09-08,Austin
32.0,54224,11 years,3,F,HR,Yes,2018-04-29,
44.0,47294,20 years,6,F,HR,,2023-03-10,
34.0,44344,15 years,9,Male,HR,,2011-08-31,Boston
52.0,40170,26 years,7,Male,HR,Yes,2018-06-28,Boston
65.0,73577,40 years,3,Female,,N,2012-03-18,Austin
53.0,36877,32 years,7,Female,HR,Y,2020-11-22,New York
23.0,25000,3 years,3,,Engineering,Y,2011-05-13,Seattle
48.0,85165,29 years,6,Female,Sales,Y,2023-09-29,Boston
32.0,46307,11 years,1,M,,Yes,2019-05-03,
45.0,67661,24 years,10,Female,Sales,Y,2010-06-06,Austin
43.0,68689,21 years,6,,Engineering,Y,2011-01-13,Seattle
42.0,77082,22 years,5,Male,HR,Yes,2019-05-24,Seattle
,56897,7 years,9,F,Marketing,Yes,2019-09-09,New York
23.0,45588,,5,M,,Y,2015-01-14,New York
22.0,50981,1 years,4,Female,,Y,2011-02-19,New York
26.0,29880,7 years,7,,HR,Yes,2013-11-07,Seattle
38.0,55063,14 years,7,Male,Marketing,Y,2015-07-08,Austin
39.0,25000,15 years,7,,Marketing,Yes,2019-04-05,
32.0,62982,12 years,1,F,Marketing,Yes,2018-12-07,Boston
35.0,31392,9 years,3,Female,Engineering,Y,2012-05-14,Boston
23.0,25000,1 years,6,,Sales,Y,2012-03-17,Boston
26.0,49187,,5,Female,Engineering,Yes,2015-12-09,New York
37.0,40285,16 years,1,F,Engineering,N,2019-11-03,Seattle
25.0,41601,0 years,10,M,Engineering,Yes,2012-08-10,Boston
31.0,33696,7 years,4,Male,Engineering,Yes,2022-11-20,Boston
35.0,38010,13 years,3,M,,Y,2016-11-18,Boston
43.0,36001,19 years,4,M,Marketing,Yes,2016-09-25,Seattle
18.0,38319,0 years,9,M,Sales,Yes,2022-11-29,Boston
38.0,49262,16 years,6,Male,,N,2010-02-17,Seattle
43.0,47631,15 years,1,F,Sales,Y,2018-09-09,Austin
37.0,43652,14 years,5,M,Engineering,No,2019-06-10,Seattle
29.0,27682,2 years,4,Female,HR,,2022-09-26,
25.0,34556,5 years,8,F,Sales,Yes,2013-11-16,Seattle
41.0,49844,18 years,1,,,Yes,2013-12-08,Boston
,70269,24 years,10,,Marketing,No,2012-03-11,New York
31.0,25000,9 years,7,F,,Yes,2017-02-05,
43.0,60932,26 years,1,Female,,N,2012-10-25,New York
34.0,69635,7 years,4,M,Marketing,Yes,2010-12-22,New York
30.0,67840,6 years,7,Male,Engineering,Yes,2011-02-18,Austin
34.0,95316,15 years,6,F,Sales,Yes,2015-05-15,Seattle
44.0,73743,18 years,2,Male,Sales,Yes,2010-10-17,New York
31.0,25891,6 years,7,Male,HR,Y,2023-01-09,Seattle
42.0,56567,18 years,10,,HR,Yes,2016-06-12,Seattle
25.0,33320,0 years,7,,Sales,No,2019-11-12,
29.0,63202,8 years,9,F,HR,Yes,2014-11-21,New York
24.0,44685,0 years,7,M,Engineering,Y,2017-04-06,Seattle
37.0,41902,13 years,8,F,Sales,Yes,2011-05-15,New York
18.0,25000,0 years,9,Male,HR,,2016-02-13,
39.0,29897,14 years,5,Male,Sales,Y,2015-08-07,Boston
30.0,49673,12 years,2,M,Engineering,Yes,2013-04-09,New York
32.0,30834,3 years,8,F,Engineering,Y,2010-05-29,Austin
31.0,47073,7 years,6,,HR,Yes,2013-04-24,Austin
44.0,63602,21 years,4,Male,HR,,2012-12-21,Boston
55.0,52519,34 years,10,Female,Sales,,2016-02-20,Austin
,40256,,8,,Engineering,Yes,2016-06-30,New York
38.0,69110,14 years,10,Male,,,2014-09-27,Austin
,41233,29 years,3,Female,,N,2013-05-12,Seattle
40.0,52288,20 years,2,M,Marketing,No,2016-11-07,Austin
28.0,63314,5 years,6,Male,Sales,N,2011-09-07,
18.0,25000,0 years,10,,Marketing,Y,2010-09-01,
42.0,58989,14 years,10,Male,Sales,Yes,2012-10-08,New York
22.0,67938,1 years,2,,HR,,2010-06-09,New York
21.0,54832,2 years,6,Male,Marketing,Y,2020-05-25,Austin
19.0,26192,0 years,3,,,Yes,2021-07-09,Boston
36.0,62917,14 years,6,M,HR,Y,2016-06-22,Seattle
28.0,48869,5 years,2,M,,Yes,2017-01-23,Seattle
35.0,25000,17 years,1,M,Engineering,Y,2020-07-18,New York
30.0,40542,11 years,3,Male,Engineering,Yes,2010-06-02,Seattle
32.0,25643,10 years,7,M,Sales,Yes,,
41.0,61509,12 years,7,Male,Marketing,Yes,2019-07-21,Seattle
33.0,48628,9 years,8,M,Marketing,Yes,2019-03-27,
32.0,43201,9 years,3,M,Sales,Yes,2017-08-24,
36.0,41070,14 years,3,,Sales,Yes,2015-01-03,Boston
28.0,51958,6 years,9,F,Sales,Yes,2020-10-11,Boston
49.0,54749,27 years,2,Female,,Y,2017-09-23,Seattle
34.0,38937,12 years,4,Male,HR,Yes,,
39.0,52114,18 years,10,Male,Marketing,No,2021-10-23,Seattle
39.0,61757,17 years,9,Male,Engineering,Y,2019-07-01,Austin
35.0,42169,16 years,7,Male,,N,2014-05-22,Boston
38.0,49977,15 years,2,M,Sales,,2021-12-08,
35.0,48483,15 years,7,F,,Y,2013-04-10,Seattle
26.0,49590,2 years,3,Male,HR,Yes,2011-09-22,Boston
18.0,25000,0 years,2,M,Sales,Y,2022-12-24,Austin
30.0,25000,,6,Female,HR,Y,2020-05-20,Seattle
34.0,40773,9 years,4,Male,Engineering,,2011-04-18,
20.0,67955,0 years,7,Male,Engineering,No,2015-07-22,Austin
44.0,57071,18 years,4,Male,Marketing,,2012-01-18,Seattle
33.0,42226,9 years,2,Female,HR,Yes,2011-02-03,New York
39.0,63436,13 years,8,M,HR,,2012-12-09,Seattle
41.0,52058,18 years,3,,Engineering,Yes,2011-12-27,Boston
21.0,25473,0 years,2,Male,Marketing,N,2017-01-15,
41.0,39380,26 years,1,F,HR,Yes,2022-12-21,Seattle
24.0,35596,0 years,3,Male,Engineering,Yes,2019-02-15,
47.0,36016,21 years,5,,HR,,2021-10-01,Boston
30.0,57908,7 years,1,F,,Y,2012-09-20,
58.0,72550,38 years,1,Male,Sales,,2023-08-28,Seattle
35.0,51358,13 years,4,Male,HR,Yes,2014-05-12,New York
27.0,34820,6 years,10,Female,Marketing,No,2010-03-28,
41.0,36372,17 years,9,Male,Engineering,Yes,2012-03-17,Austin
33.0,25376,15 years,9,F,Marketing,No,2017-01-28,Austin
23.0,25000,5 years,9,M,Sales,No,2012-12-23,New York
24.0,26352,6 years,10,Female,HR,Y,,Austin
65.0,82507,40 years,6,Female,Marketing,Yes,2019-07-23,New York
18.0,27840,0 years,8,Male,Engineering,Y,2022-06-20,New York
